Review_Date,Reviewer_Nationality,negative,positive,score
07/10/2017, Ireland , I left a transparent small plastic bag on the table in my room containing small paper items such as my parking ticket in Dublin Airport receipts dockets etc which were removed by housekeeping and presumably dumped They should not have been touched and their removal caused me huge problems when trying to retrieve my car from the long term car park in Dublin Airport Also other items of record which I needed to retain have been destroyed I made a complaint to reception on my departure which was met with a shoulder shrug from the girl who couldn t wait to see the back of me Hilton s customer service at reception was woeful and utterly uncaring I was even charged 12 for wifi in my room which they should have waived as a first gesture to acknowledge their cock up Overall very disappointing ,No Positive,4.2
07/10/2017, New Zealand , Very Rude staff Really dirty rooms broken air conditioning Failing door key system Overcharging on 4 different occasions in 7 days Eg 4 breakfast charged for 5 wrong change Etc etc Charge for mini bar not used Complete ripoff, Location,2.5
07/09/2017, United Kingdom , The aircondition was leaking and thereby dripping on the spotligt below which was rusty there is an increased possibility of ignition and fire with such an failure whichwe told them They did react profesional and said they would check it imidiately But it should not be noticed randomly by two fire safety engineering PhD students they shoud have noticed it themself The beds were hopeless and the room was furnished as it in the 90 s, The location was great ,4.6
07/09/2017, Taiwan , The worst hotel I have ever stayed at They have serious racial discrimination problem to Asian tourists Room air conditioner was out of order concierges asked me to open the window and cheat me no more available room so disagree to change Can you imagine that They charged me a lot per night and I had already pre paid via booking com After more than one hour wrangle the manager aggreed to change another room with air conditioner finally I will never be back again and I have the duty to condemn their disrespect to guests , Breakfast is ok ,2.5
07/08/2017, United Kingdom , Although I don t think the room was worth what I paid It was a very basic cheap looking room and definitely wasn t worth 200 a night , The room was clean and comfortable and the service from the receptionists was good ,4.6
07/04/2017, United Kingdom , Took 2 room changes to get what we asked for Air con was rubbish Asked for an early book in and didn t get to our room until 4 40pm Possibly the worst Hilton we have ever stayed in that includes Bath which was truly dreadful Still trying to work out what the Metropoles idea of executive room is ,No Positive,3.3
07/03/2017, United Kingdom , Unhelpful staff Lack of information Smell in room Member of staff in room on arrival Dirty outdated bathroom Would not class as delux Rubbish view Noisy neighbours , Breakfast although it should be included in the price Nice big bed ,4.6
07/03/2017, Saudi Arabia , Rooms Food Service Everything is just terrible I wanted to cancel from the first instance I checked in but the booking Com did not help nor the property management, Nothing It was terrible Booking Com has fooled me with the rating This is a 3 star or less hotel Very dirty smells awful Everything is over 20 years old Very noisy,3.3
07/01/2017, Germany , Staff un engaging at checkin Could do with out a personal trainer conducting a class in the small gym The tower wing hallways need urgent refurbishing , Location and Iron in room,4.2
6/27/2017, United Kingdom , It wasn t clean It didn t say there is a car par charge Car park very expensive Breakfast staff Buffett were un friendly Rushed us throw the breKfast,No Positive,3.8
6/25/2017, United States of America , The temperature of the rooms was extremely hot and uncomfortable The rooms were still dirty There was food on the room when we checked in My friends got bitten by bugs They woke up with multiple bites I can t believe Hilton put their name on this hotel It s very subpar for the brand Hilton has built , The staff was very friendly The lobby was aesthetically pleasing but the rooms were not ,4.2
6/24/2017, India , Services, I was a very bad experience air conditioning is not working and my door key is never work properly I want come again this property and nieghter I recommend to any one iff you guys want to mentain your qualities you have to best thnx Ashish mehra,3.8
6/20/2017, United Arab Emirates , Run down facilities basic utilities not in working condition Air condition was not functioning shower water lacks pressure staff not trained and can t offer any solution overall a terrible experience, Nothing except location,3.3
06/01/2017, United States of America , Rooms where old and dated Carpets stained and the beds were terrible Bad mattresses and every time you moved from side to side the box spring made a noise Very old furniture Needs remodeling ,No Positive,3.3
5/29/2017, United Kingdom , The hotel rooms are very tired and not very clean There was a smell in the room like old fish Wasn t pleasant at all Room was small and the en suite you couldn t swing a cat in it All for 192 per night , Location was ok,4.2
5/29/2017, India , Not a family hotel Hotel is too big for them to manage Things like room service information etc will be delayed and not suitable for people to travel with babies toddlers, Just a central business hotel,4.6
5/28/2017, Bahrain , The room was filled with ugly old furniture and ugly style Totally not worth the price I paid Not up to standard compared to many Hilton hotels I have been to before Not worth the price I wasn t happy with my stay at all, Location and breakfast,4.6
5/19/2017, South Africa , I stayed in the hotel for 8 nights The lobby is deceptively attractive once you head up in the lifts it all deteriorates The costs were relatively high for the size and quality of the room The room is old and quite crummy carpets are dirty etc My booking com booking did not come through to the property so I arrived and there was no reservation on hand and no room available at 5pm I couldn t wait long and therefore had to access my bag in the hotel s toilet which was not a comfortable welcome Then the hotel put two holds on my credit card for the full amount I alerted them to this fact but this was not immediately reversed possibly the delay is not their fault but this mistake did mean difficulty with access to money I fell in the bathroom shower due to inadequate old facilities The shower is a bath conversion and had a small no slip mat It is very slippery and no warning There is no anti slip on the floor of the bathroom and it s very easy to fall The bathrooms were dirty let s just say the stuff that should have been in the toilet was on and around the toilet on arrival , The location is good ,4.6
5/17/2017, Turkey , Service was worst as I have ever seen in a Hilton property Public water has gone for 4 5 hours in the hotel Room was OK but the bed was uncomfortable not like a Hilton quality standard We stayed 3 person in a room but housekeeping didn t put 3 pairs of towels slippers and toiletries in the room We had to ask for them , Location,3.8
5/16/2017, Spain , Rooms were not cleaned properly Dirty mugs and glasses were left as is or washed off with water leaving it dirty Staff did not take responsibility and did not do anything to help Will not stay here again and will not recommend either ,No Positive,2.5
5/15/2017, United Kingdom , Water went off first night and electricity to the room went off second day Staff were unhelpful resulting in us having to trawl around the hotel to find someone who could assist Eventually found one member of staff who was able assist us ,No Positive,4.5
5/15/2017, United Kingdom , Booked the superior family room got put into a smaller room as our room wasnt ready we were not happy with this as we had paid for a larger room Staff then showed us the room that we had originally booked however this room stank of cigarette smoke I have asthma so it was not suitable for us to stay in there the lady that showed us the room said herself that it was not acceptable and that she wouldnt have stayed in that room either We then got put into another room and got told that there were no others available This room had awful views curtains hanging off the wall electric sockets coming off the wall the mini bar wasnt stocked crumbs on the floor from the previous occupants the ironing board was broken and the room was smaller than what we had originally booked and paid for Ruined the trip which was for my mums 60th birthday and her first time to London We will definitely not go back , Lots to choose from for breakfast buffet was being restocked all the time so it was hot and fresh Staff were friendly,4.6
5/15/2017, Turkey , We stayed 3 person in a room but they didn t prepare it for 3 person Only 2 bath towel 2 sets of toiletries no slipper in the room Also on Saturday 4 5 hours the water has gone in the hotel It was unbelievable Nobody can tell me it is a real Hilton It should be a fake property The bed in the room was uncomfortable where their springs are moving and looks like it is a not a standard Hilton bed quality , Location was fine Nearby to the tube station ,4.6
05/07/2017, United Arab Emirates , I have been a regular guest for 5 years and this is the worst experience ever I may not consider staying in this hotel again Looks like they give priority and more care to guests who are staying for business purpose i e conference events 1 Furniture was kinda damaged 2 beds make sound and not comfortable Toilet base make sound every time you flash 2 House keeping clean the room only upon guest s request They don t clean good 3 At the time of check out they charged us for using the mini bar although we just took them out to put our stuff in the fridge and we returned all items in the fridge the night before we check out The problem is that it took them 30 mins to send someone to check the mini bar while we are checking out which made us late for the airport 4 Some staff especially at the reception are aggressive 5 Breakfast options were very bad comparing to my previous stays , Location,3.8
05/03/2017, United Kingdom , room cleanliness wasn t very good bed was uncomfortable toilet roll softness could of been of better quality queuing for breakfast was annoying overpriced for the overall quality of the hotel would not stay there again , staff were helpful food in the restaurant was very nice view from our bedrom was amazing ,4.6
4/27/2017, United Kingdom , Everything The hotel rips your eyes out We paid 500 for 3 nights then arrived any were charged a further 30 a night deposit FOR WHAT No coffee in the room a broken hairdryer a room which was boiling hot and unable to open the window The pool area was dirty and noisy with children s swimming lessons I will never stay at a Hilton hotel again The bed and pillows were very uncomfortable, Nothing,3.3
4/24/2017, United Kingdom , everything staff were unhelpful I had my belongings stolen and they were unhelpful would not go back rooms are so so small and I PAID for an upgrade I asked for a quiet room but got quite the opposite I would NEVER stay here again I will stick to the grane in st pauls , bed was comfortable but that s it ,3.8
4/18/2017, United Kingdom , Was very disappointed with the hotel Was not value for money for any aspect Our room was scruffy and our view was awful We could not open the window even slightly so very stuffy to sleep in The breakfast experience was awful Felt like we were in a works canteen with the food matching this description too Would not stay here again ,No Positive,4.2
4/14/2017, United Kingdom , The rooms were tiny There was little lighting in the room and it appeared that there were too separate sides of the hotel one for commoners and one for the people who were paying more I m not sure how much more because I was spending 350 Definitely not worth its money , One of the only good things was that the beds were comfy ,3.3
04/11/2017, United Kingdom , Very poor room service the phone did not work No toiletries were included such as toothpaste toothbrush bathroom slippers The refrigerator was not switched on even after speaking to the staff Not enough milk provided , The location,3.8
04/09/2017, Saudi Arabia , Furniture is very old and bad Breakfast at executive lounge is same menu every days I stayed 8 days and food the same every day , Location of hotel,4.2
3/27/2017, Germany , Room smelled like a smoking room disgusting and for a Hilton Hotel not appropriate A hotel that charges you 300 Pounds a night should provide a free internet access We are living in the digital age guys you should rethink your business model The trend will be clearly to have free wifi and Hilton will charge the guests till the last moment they can until the competition provides free wifi Lead the market don t follow ,No Positive,4.2
03/08/2017, United Kingdom , Went and eat in the sports bar Couldn t even eat the food as the fish was gone off and the chicken was so over cooked plus you put Parmesan cheese on the cheesy chips which smelt,No Positive,4.6
03/06/2017, Poland , We stayed in a wing in a dire need of renovation The carpets were old and there was an unpleasant smell in the corridors Noisy elevators The room looked as it has not been redecorated for 30 years old refrigerator with some old flaking labels nothing inside apart from a box of juice left probably by previous occupants Wooden tub casing coming off and cheap Wifi coverage was ok but VPN connection was blocked so good for watching YouTube but no use for remote work and serious business I can understand there may be rooms of different standard in a hotel but then the charges should also be adequately discounted I am especially disappointed as I am a member of Hilton Honours programme , Good location tube pub stores within walking distance ,4.6
03/05/2017, United States of America , For a hotel of this Standard I was shocked at the quality of tissue paper provided Some of the Reception staff seemed a little confused about doing their job , Comfortable bed smoking option available High rise great city view Room service was excellent Attentive staff overall this hotel is a great location environment and atmosphere ,3.3
2/27/2017, United Kingdom , Parking charges 35 per night yet in westminster 24 parking was 20 Breakfast was disorganised with staff cherrypicking the que to sit at tables the feel of this place has dropped from my previous visits breakfast supervisor did not lead by example and watched me help myself to 2 jugs of coffee for my table and the table next to us then told the waitress off very bad This hotel has turned into a money making hotel with no care for the customer years gone by the customer would have had understanding customer service now unless you are seen to have money by your race or creed you are dealt with accordingly Floor staff seem scared of there employers and speaking to a couple confirm that they are Is this a hotel i would support in future Looks like moden slavery in the employment world , Bed was comfortabe and my waitress was great she was first class breakfast was good ,4.6
2/26/2017, Ireland , There s no ventilation in the rooms as windows are sealed shut Because the rooms are so warm you have to use the air con in the middle of winter The customer service staff are useless and frankly I don t know what their purpose is Never again will I stay in a Hilton hotel And your ratings are totally false , nothing we had a dreadful stay,3.8
2/20/2017, United Kingdom , interrupted in the early hours of the morning with staff walking into our room unannounced twice shower did not work properly and a c did not work at all ,No Positive,3.8
02/08/2017, United Kingdom , Just take a look at the photos I am a H Honours member and this should not be allowed They should be listed as a hostel no disrespect to Hostels I tried to complain and was offered an upgrade on my next stay the temptation of some H Honours BONUS POINTS don t make me laugh don t stay its not nice and a health hazard,No Positive,3.3
02/06/2017, United Kingdom , The first room 22016 was old out dated so I asked to be moved I was moved to room 1605 which was a bit better but not a 4 star hotel quality room I tried to use the living well facilities Saturday evening about 20 00 pm the customer service at the desk was rude to customers wasn t very helpful has a Spanish Portuguese or Italian accent I stood there for 15 minutes watch 11 people leave the facilities and he was still telling us it was full and it could only accommodate 26 people He was even calling other guests from their rooms to come and use the facilities while we stood there very rude he needs customer service training I had to say to him be nice to your customers or else soon no one will be coming here and you will be out of a job The pool had a whole lot of children in it very noisy not very relaxing at all sauna and steam room not very clean even up to 21 30pm children were in the pool I couldn t use it This is the first hotel I ve been to where there wasn t a cut off time for children in the living well area I don t think this is a 4 star hilton hotel should be down graded , The view and location,4.2
02/06/2017, United Kingdom , the rooms cold old dated basic no shampoos soap hairwash no mini bar and felt bloody cold as heatin wasnt workin sink and toilet blockin dirty due to needin a complete revsmp very poor like stayin in travelodge but 40 yrs older ,No Positive,4.6
02/01/2017, United Kingdom , Was at the Pizza Hut conference The evening meal was appalling 4 people out of 12 could not eat as their dietary require vegetarian lactose intolerant etc Apparently we had informed you but this is only anicdotal My food was ok except the starter which was wired Also how can you justify charging 19 10 for a pint of Stella and a vodka and coke 2 50 for a dash of Pepsi , Great staff very fiendly excellent facilities ,4.6
1/26/2017, Ireland ,No Negative, We booked this Hotel because of the swimming pool Upon arrival we were notified that the pool was closed there was no mention of this before arrival We then tried to use the wifi in the room and were notified that there was no free wifi The staff were also pretty rude when we checking in This hotel is very overpriced for the service you receive Also do not go to the skybar it s the worst skybar I ve ever been to and extremely expensive,4.6
01/06/2017, United Kingdom , The room was freezing because my heating was broken No one came up to fix it which was a huge shame and I ended up waking up with a bad cold and sore throat Mini bar also wasn t stocked , Bathroom was clean and tidy ,3.3
12/29/2016, United Kingdom , We got given a keycard on arrival where there were still people and belongings in the room we could never get in a lift as they were alwats full and took about ten minutes to reach your floor but there are no stair facilities so had no choice but to wait there was also glass all down our corridor which was just left there all day and when all of our complaints were told to the manager there seemed to be no intetest and offered us a poor 20 refund which i thought was an insult,No Positive,4.2
12/28/2016, South Africa , 1 The service was sub standard After check in we had to find someone to help us take all of our luggage to our room they then took 30mins to bring our luggage to the room It was a huge distance between reception and the elevators of the west wing which we really didn t like as there was no easier access to our wing of the hotel 2 The room itself was terribly outdated The bathroom horrible with no shower only a step in bath A serious update is needed especially for the price you pay we didn t expect such old finishes poor quality of toilet bath 3 Our room was double booked whilst unpacking another family opened the door walked in Very poor management on the hotel s part Although they apologized for this afterwards through a simple phone call there was no compensation offered which another hotel would ve gladly done if they had made a similar mistake Given that the Hilton is such a huge hotel with over 1000 guests this kind of mistake is unacceptable because dealing with many guests at any given time should be their specialty It felt more like the staff couldn t handle the number of guests during our stay 4 We requested another room that had a shower rather given that my mother struggled to use a step in bath The room offered was much smaller only for 2 people but it had a step in shower which was the only reason we agreed to move but were told we would still be charged the same price for this new room as the family room we were previously booked into This to me is unacceptable given that the room was smaller not a family room 5 The breakfast situation was really unpleasant besides there being a very poor variety of foods drinks breakfast was served in the banquet hall because the usual restaurant which was much nicer could not accommodate so many guests , Location,4.6
12/23/2016, United Kingdom , such a bad experience here at hilton hiltonmetropolelondon we arrived past 5pm ithink they couldnt find our fully paid booking but after all the searching they finally found our room they gave us the card key we went level 9 but unfortunately key wasnt working so i asked my eldest to go down to ask the reception whats happening since my daughter was starting to get frustrated she was so tired my eldest came back with no good news becauss they gave her a new card that is not working again so my cousin went down to talk to them and came back all happy thinking we can finally get inside our room still not working the staff gave us 3 sets of keys already so my cousin went back to the reception again thats when my daughter got realllyyy really mad cryingggg and tried knocking and opening all doors telling us to try the other doors she wanted to get in so bad hotel staff has been telling us maybe we open it in a wrong way or blha blah how can we open it in a wrong way weve been trying all sides of the card it wanst even showing lights lights is not even working but after all the chaos after FREAKINGGGG 30 45min they finally gave us a new room my child has autism she tried her best to stay calm and controlled herself and i was trying to calm her down but ithink it was too much for her neveragain not impress with service even the room and hallway so old and pricey,No Positive,3.8
12/22/2016, United Kingdom , Or bedsheets and towels were smelly We wanted to use the pool for relaxation and even though it says no running no jumping there were kids jumping and the staff didnt do anything Our wc was blocked Beds were old pillows were terribly thin that we both woke up with ache We complained while checkout they they did not do anything I will never stay in a hilton again as you pay lots and get nothing , Breakfast was ok,3.3
12/19/2016, United Kingdom , Having stayed here a couple of times before I was beyond disappointed this time around The location is ideal and there is parking and leisure facilities However upon check in we were given the keys to someone else s room Thankfully no one was in the room when we opened the door We then went back to reception and were given a new room There were stains all over the carpet of the new room Only 3 TV channels worked The extractor fan in the bathroom didn t work The seals on the windows were broken so the condensation meant you couldn t even see the spectacular views of the city which is factored into the room price We weren t offered any hot drinks at breakfast on both mornings of our stay We had to try and find a waiter who would respond or made the mistake of making eye contact with us otherwise they were all doing their best to ignore us and try to get on with what they were doing Eventually when we did get someone s attention they brought a fabulous latte and a cold flask of hot water for a cup of tea with no milk We then had to find a jug of milk ourselves as the waiters yet again disappeared It might have been quicker to go milk a cow We resorted to taking one from another table The changing rooms in the leisure faculties left a lot to be desired in terms of cleanliness I walked into the changing room with my two year old daughter to be met with a mound of dirty used towels I would have estimated perhaps 80 or so My daughter was more than thrilled at the sight of towel mountain but I on the other hand wasn t The humidity and stench wasn t a good combination Further upon getting into the pool the floor of it appeared to have sand all over it Free foot exfoliation I would expect that at a beach resort but not an indoor pool All in all not the best experience at a Hilton by far and I ve stayed in many worldwide Very disappointed ,No Positive,2.9
12/18/2016, United Kingdom , dilapidated walls and scratched in room 215 when booking room picture with a large window standard room when at the Hilton Metropole they give you a room where in the window big gray wall , croissants delicious,4.6
12/16/2016, United Kingdom , The room on the 21 floor really smelt of sewage almost like dirty water and it was so bad it make me feel sick so I asked to be moved I would not usually complain I spoke to reception and was told that I could either go to the reception desk to collect another card or wait for the concierge to come to the room but I would have to wait a half hour for the conceriege I was very tight for time as I needed to shower and change quickly for a function This is very poor and quite unbelievable With no choice I went with all my bags to the reception I was given no apology and was moved along the corridor Having taken all my bags back this room also smelt I needed to get ready and go for the function so I did not mention it For 123 this was a very poor experience not only because the room was sub standard but because the reception felt it was acceptable to tell me that I had to wait half an hour for a new room key I won t be staying again and having relayed the experience I wouldn t see my colleagues staying anymore either ,No Positive,3.3
12/15/2016, United Kingdom , The room was so small even though booking a king room and they where two beds pushed together so we could have just booked a twin room and had them pushed together ,No Positive,2.5
12/14/2016, Netherlands , far too busy hughe queue at the check in counter and breakfast Room absolutely outdated oldfasioned Staff very friendly but almost all young interns, friendly staff,3.8
12/13/2016, Pakistan , Everything was unsatisfactory and incomplete The sockets werent working We asked for a king sized double bed and were given two single beds The room was so small that we couldn t even walk properly The refrigerator was empty and switched off Highly disappointed Had really high expectations from Hilton But it was not worth the money or anything for that matter Never visiting again Would not give it more than two stars , Nothing at all ,2.9
12/12/2016, United Kingdom , Breakfast was just about warm We had to go down to ground floor mo lift was working so hard work walking back up all the stairs Our bedroom was in desperate need of a over haul things were really grubey I didn t think the Hilton hotel chain would if had rooms like these Very disappointed, Like where the hotel was situated ,4.6
12/12/2016, United Kingdom , Others peoples socks left in room Room dirty lots of hair in bathroom not swept up Breakfast was held in a boardroom No hot water Water for tea Luke warm from flask, No,4.2
12/11/2016, United Kingdom , Main entrance was closed Waited 30 mins check in hotel run down Decor very poor Paint peeling off rust on ice machines limescale on taps Plug broken the list goes on, Nice breakfast but long wait for table,4.2
12/05/2016, United Kingdom , We had high expectations travelling 200 miles to the Hilton metropole to be greeted at check in to be told we had to settle for a smoking room as there was no other choice and if we didn t like it we would have to down grade from a deluxe king room to a single room was a disgrace we settled in the end for the smoking room as we had very little option to do otherwise and although the views from the room where quiet impressive the actual room was no more impressive than a premier inn a massive dissappointment from start to finish , Decent location,3.3
12/05/2016, United Kingdom , Got to our room and the heating wasn t working the tv didn t work the frame to the bath was hanging off the mirror in the bathroom was dirty and stains on floor Went down and explain and they change our room straight away the lady on the desk asked if we was unpacked which we wasn t but explaing that our purses was on the side so if we go get it our self no that s fine someone will bring your bags in 10mins so we got to our new room which was Better but still not the best half an hour later our bags still haven t arrived ringing up the desk and asking which they ll said let me just cheek someone will be there shorrty 20 mins later ringing them up AGAIN telling them the same thing another 10 mins later still no sign so we go down to the desk to actually talk to someone who know what was going on as we wasn t aloud back in the room for them to tell us that none off the staff was aloud to go in the room without us present as off our purses Why no one told us on this phone or at the desk in the first place I have no idea waited over an hour to get our bags was a nightmare as we need to get ready and go out at 7 but didn t leave till 8ish Wasn t impressed Had the worst night sleep ever them beds are so uncomfortable I woke up aching from head to toe I wouldn t Recommend this hotel AT ALL Stay clear ,No Positive,2.9
12/05/2016, United Kingdom , Room we booked was not available even booking 6 weeks ahead so got stuck in a twin smoking room that was horrid they told us to open the window The smell stayed with me all weekend and as a non smoker it ruined the trip The picture quality of the TV in room was unwatchable cables hanging out from the wall Bad toiletries provided Room looked like it needed a total refurbishment Got a free meal in restaurant that was average but had to pay for drinks , View from 23rd floor was awesome ,4.6
12/05/2016, Ireland , The room was dirty it definitely wasn t cleaned I asked for a double room I got a twin room instead The shower was broken the room was freezing even if we put the heating on boost There were stains all over the throws cushions the lampshade was falling apart There were blood stains on the sheets , The common areas of the hotel were fantastic ,3.8
12/02/2016, United Kingdom , ended up in a smoking room last rooms available I didnt think there were any smoking hotel rooms any more I stank of smoke for meetings next day Staff were apologetic and explained rooms were allocated in turn with these smelly rooms last The hotel was full that night and I was last I would of preferred to know this up front and choose to stay somewhere else , Good check in and check out lots of staff,4.2
11/21/2016, United Kingdom , The room was no more than a large broom cupboard not fit for a couple With the wardrobe and open you had to squeeze past The heating in room 418 Tower Block was not working the mini bar was empty the tiles round the toilet were broken I have stayed in better rooms in hotels of lesser stars It is a disgrace that Hilton should offer such accommodation Breakfast was chaotic to say the least no defined areas for items no replenishment of plates No tablecloth on the table we were offered and the service was very poor ,No Positive,3.8
11/21/2016, United Kingdom , The reception staffs when I did check put they was angry and they spoke with me un politely that I should pay 60 because I m late while the one before her sheft told me 40 They keep me waiting for 45 minutes I left with out bill because they was very slow If anyone from Head Hilton Hotels want there name I wrote all the information in my note book This is the last time with those chilli staff , I liked the staff when I check in only,3.8
11/15/2016, United Kingdom , The bedroom did not reflect what the website shows It had a strong smell of synthetic cleaners The staff were pleasent but seemed preoccupied I certainly would not revisit ,No Positive,4.2
11/13/2016, United Kingdom , Lots of pubic hair in the shower tray that was not ours Room decor was very tired and needs re decorating No hot water in the shower only Luke warm Air conditioning would not blow cool air Staff abrupt in the lounge bar, Food was good and handy having a car park,4.6
11/11/2016, New Zealand , The room was horrible and the bed was uncomfortable We were told they would call us when the room was ready so at 4 20pm we arrived back only to be told our room was unavailable because of maintenance We asked to speak to the manager and the receptionist went to get them only to come back with another excuse direct from the manager This made me think the manager was pretty gutless hiding out the back The decor is terrible We were shown a new room with a view like the one we originally booked and upon arrival the window had so much condensation you couldnt see a thing I advise anyone wanting a luxury stay or even a nice stay avoid this hotel I have stayed in a lot of hotel from 3 5 stars and this would be the worse I have ever been in , Nothing ,2.9
11/08/2016, Spain , bedroom was a disgrace very very dated old and smelly terrible beds we asked to be moved and the room was less smelly but equally bad on all other fronts Tiny bathrooms just extremely disappointing all round Air con heating didn t work just a fan blowing that couldnt be turned off , lobby and bar and facilities were nice nad modern,4.2
11/07/2016, United Kingdom , Breakfast was not edible we couldn t have breakfast in the normal restaurant as it was packed so was shipped off to a large cold meeting room for breakfast where it was served freezing Bathroom was not clean and then service was very poor For such a busy and big hotel it had potential but was let down completely, The bedroom was comfortable and fully stocked minibar,3.8
10/26/2016, Sweden , The pool Was thilty and smelled funna The restrooms and lockerroom Was horrific I aspected more and were really disapointed both at The room and hotel , The Hotelmanager helgen a lotta When The bokning Was lost ,3.8
10/22/2016, Australia , Cracks in ceiling room had old decor from 80s room smelt foul mood in bathroom bathroom flooded no drainage could barley walk in room Staff un willing to change room Went and stayed in jumeirah in stead , Leaving,2.5
10/22/2016, United Kingdom , Room was too small for 3 of us Nowhere to put anything and the bathroom was far too small The carpet was dirty the sink in the bathroom was cracked and dirty as was the furniture No sockets by the beds leading to trip hazards The room was too warm and although we were on the 5th floor we could smell cigarette smoke Would not stay here again ,No Positive,3.8
10/20/2016, United Kingdom , Poor customer service on the front desk from Customer Relations Manager Poor and slow service at breakfast Room not ready for guaranteed check in time, Nothing,3.8
10/17/2016, United Kingdom , The bathroom was utterly discussing and dirty as my pictures show There were stains all over the tap lime scale everywhere layers of pee and human waste in the toilet seat fixture some diy repairs and just dirt everywhere stains on the shower curtain The bedding was falling apart my fingers were getting tangled in fibres coming out of the covers There was a burn mark on one of the blankets and the sound knob in the bathroom with dirty and not working The ventilation in the bathroom didn t work and when we all took a shower in the morning everything got steamed up and the room became very hot The staff were unpleasant and that s out mildly The pool was also dirty and the staff was unpleasant to all the guests The breakfast area was chaotic it was like wacky races the floor was covered in food It was scary at times Our room wasn t cleaned on daily basis and we had to used wet towels the next again day I feel we were ripped off It s a hovel and not a hotel Please avoid at all costs , Parking available swimming pool ,3.3
10/07/2016, United Kingdom , Hotel toilets dirty and a v big hole in the roof Food was good but no care over cleanliness or presentation Bar staff automatically took an optional service charge on an already ridiculously expensive drink only noticed when checked the receipt a home Certainly not value for money , Room was comfy and clean,4.6
9/27/2016, United States of America , When I book a room in the Internet it was looking good but when I get there I was surprised that they gave me the worst room I have even been it is like a prison also I pay a lot for this room what you will in the Internet you will not get it in the hotel they try to give you nice looking and luxury but later you will find something totally wrong place , i didnt like the place at all,3.8
9/24/2016, Qatar , The staff in the reception treat us badly and when I arrived I only get my room ready at 5 00 pm which is very late to rest Even they took 300 pounds and still I didn t get refund that because some receptionists took from my cards more money than required that is the worse hotel in London ,No Positive,3.3
9/21/2016, United Kingdom , Customer service was appalling general staff attitude was poor for 300 per night I expected at least a decent room , We had an executive room which was tatty dirty the bathroom was disgusting very dated paint peeling everywhere poor flush poor quality shower ,3.8
9/19/2016, United Kingdom , Reception staff were poor on handling booking room wasn t ready when got there wasn t pre warned about 30 deposit prior drinks receipt was opt in tip however wasn t previously told this they just assumed Bed very uncomfortable executive room was poor value for money small had balcony but apparently wasn t allowed to open door Bathroom very basic Tried to charge us for minibar when didn t even use it tried to take money from credit card without checking first Executive lounge continental breakfast wasn t very nice hash browns were dry and barely warm Plug near bed was faulty No window to open for fresh air Extremely disappointed Would not stay here again even if we was paid to and very unhappy about spending close to 200 for a room when I have stayed in 30 rooms that are better , Security staff sky bar staff and night manager we couldn t fault ,4.2
9/18/2016, United Arab Emirates , Dirty old rooms for newly furnished room they asked us to pay extra on check in counter they will ask for higher floor newly furnished rooms extra bed not value of money at all when I requested for 1 hour late check out they gave me 45 mins funny for me anyways I ll not recommend this hotel for families as there is no place for shopping on walking distance other than m S it may be good for business travel, Nothing,2.5
09/06/2016, Hong Kong , Having arrived at the hotel the staff member checking me in asked if I wanted to upgrade to a bigger room I said no then she asked if I wanted to pay twenty pounds more per night for a newly refurbished room and I said why should I have to pay more for it and are the rooms clean and allergy free She said no that the other rooms were older and I asked how old she asked her colleague and they had a right old laugh saying it was about the 1970s At that point I was already upset and I said just give me the room that I paid for I believe it was room 1216 Upon entering the room the carpet was stained the windows open mold on the windows bedding covered in dust I closed the window due to the dust and then smelled vomit at which point I felt physically ill my husband and I said this was unacceptable and went back to reception We went back to reception and spoke to another desk member which we explained the upset that this was causing us and I was almost in tears as I was so distressed having just arrived here expecting a reputable hotel to be better than this Julian another member of staff overheard us as he was checking out another guest and advised the colleague to upgrade us to the newly refurbished room We thanked him and told him to check the room out that they originally assigned us as no one should have to sleep in those conditions ,No Positive,3.3
09/03/2016, United Kingdom , So me and my girlfriend both 18 arrived at the hotel I booked us a King Room When we arrived at our room the bed was smaller than the average double bed even though it s supposed to be a king and the carpets were stained everywhere The view was terrible and the TV said that it was going to be HD and 40 but that didn t happen The TV we were given was not HD atall and it certainly wasn t 40 So I went down to reception to complain and ask for us to be moved to a king sized room once I asked them that they obviously realised that they had put us in a standard double room I mean it could have been a simple mistake but it definatly didn t feel like one It felt like the members of staff had just seen 2 teens coming for a romantic night in a hotel so they thought they would give us a terrible room It was disgusting and I don t undertstand why they would feel the need to place us in a worse room than what I had paid for Like we pay the same as everyone else so why not treat us the same Just because we may be younger than your usual guests Anyway once we got given the room we eventually paid for it was exactly what it said on the tin except the view could have been a bit better , The location was perfect Right up the road from Oxford street and Hyde park Metro station right across the road too ,4.6
09/01/2016, Kenya , The staff are big time thieves I had checked in and they need by credit card for pre authorisation the following day I get three payments through the same credit card totaling 2000 pounds Upon informing the manager in charge she never came back to us she just threw our issue away, The location is excellent,4.6
8/23/2016, United Kingdom , No staff speaking good English Problem with tv and slow to fix it Full English was cold and to very poor standard Ignored when it come to tea and coffee Bed was old and gave back ache, Size of the bed,2.9
